city_ascii,country,lat,lng,tasmax_thresh,pr_thresh
Zagreb,Croatia,45.8167,15.9833,34.13494903564458,30.138272205367702
Willemstad,Curaçao,12.108,-68.935,36.50838989257811,27.328572020865973
Nicosia,Cyprus,35.1725,33.365,35.50081817626955,24.3997092358768
Djibouti,Djibouti,11.5883,43.145,42.554966125488306,92.22334869951032
Roseau,Dominica,15.3014,-61.3883,27.960377197265256,62.71749465912617
San Salvador,El Salvador,13.6989,-89.1914,37.73648956298607,32.55578587297347
Bata,Equatorial Guinea,1.865,9.77,32.75364624023439,40.158850371837545
Asmara,Eritrea,15.3228,38.925,31.282268981933612,58.2167270779609
Tallinn,Estonia,59.4372,24.7453,28.244586486816445,19.817555679939726
Stanley,Falkland Islands (Islas Malvinas),-51.7,-57.85,15.559727783201085,14.537877190858126
Torshavn,Faroe Islands,62.0,-6.7833,14.343273010253832,42.15387143567205
Palikir,Federated States of Micronesia,6.9178,158.185,29.60720367431645,35.09168131649492
Suva,Fiji,-18.1416,178.4419,29.284968261718745,58.74930520914484
Cayenne,French Guiana,4.933,-52.33,36.64025054931576,37.48034362681211
Papeete,French Polynesia,-17.5334,-149.5667,26.549169006344947,46.038815259933585
Libreville,Gabon,0.3903,9.4542,35.5351519775391,49.046267867088446
Gaza,Gaza Strip,31.5069,34.456,36.81117401123049,35.329372342675924
Gibraltar,Gibraltar,36.1333,-5.35,35.31188232421375,39.429560372606005
Nuuk,Greenland,64.1814,-51.6942,12.283768005371144,38.332147093489766
Saint David's,Grenada,12.0444,-61.6806,31.057069702148453,25.670179311186075
Pointe-a-Pitre,Guadeloupe,16.2411,-61.5331,29.18486480712879,64.75155483931307
Maina,Guam,13.4692,144.7332,30.970157470703157,125.13202284649009
Bissau,Guinea-Bissau,11.85,-15.5667,38.624818115233886,40.528922494500826
Georgetown,Guyana,6.8058,-58.1508,36.788717346191355,39.88819015212357
Port-au-Prince,Haiti,18.5333,-72.3333,31.38312744140602,55.678119845688386
Reykjavik,Iceland,64.1467,-21.94,14.900151672361025,20.36620611883697
Douglas,Isle Of Man,54.145,-4.482,21.574045715332005,46.835106052458286
Kingston,Jamaica,17.9714,-76.7931,31.65590118408204,74.88000010326496
Saint Helier,Jersey,49.1858,-2.11,26.652882385250187,31.8151156045496
Tarawa,Kiribati,1.3382,173.0176,31.78184448242189,32.67436350882049
Pristina,Kosovo,42.6633,21.1622,35.091565246582036,30.10058014467361
Vientiane,Laos,17.9667,102.6,42.73605682373051,33.497966992668694
Riga,Latvia,56.9489,24.1064,30.2353750610352,18.26939585153018
Maseru,Lesotho,-29.31,27.48,35.582215576171905,39.211996047757516
Schaan,Liechtenstein,47.1667,9.5097,24.34754638671876,39.45788424834607
Vilnius,Lithuania,54.6872,25.28,30.645823059082034,18.300623138900836
Luxembourg,Luxembourg,49.6117,6.1319,31.911904296875036,20.105182841420156
Macau,Macau,22.2006,113.5461,35.57299743652345,51.09173233062032
Skopje,Macedonia,41.9961,21.4317,32.85092590332033,25.48488613497464
Male,Maldives,4.1753,73.5089,,
Valletta,Malta,35.8983,14.5125,33.126273193359395,28.722420752048457
Majuro,Marshall Islands,7.0833,171.3833,30.907160034179697,27.138897255063075
Fort-de-France,Martinique,14.6,-61.0667,30.23386108398116,50.74526931345461
Curepipe,Mauritius,-20.3188,57.5263,28.34571624755864,71.75861304067067
Mamoudzou,Mayotte,-12.7794,45.2272,30.503948364257838,57.55110510997474
Chisinau,Moldova,47.0228,28.8353,33.935608520507856,24.871518786996596
Monaco,Monaco,43.7333,7.4167,31.398547973632844,37.843220807611935
Podgorica,Montenegro,42.4413,19.2629,35.29552856445315,50.14229219779363
Brades,Montserrat,16.7928,-62.2106,30.41917907714656,62.07495087012645
Windhoek,Namibia,-22.57,17.0836,34.86832977294927,40.17972473055133
Kathmandu,Nepal,27.7172,85.324,32.47700988769532,84.9830252677203
Noumea,New Caledonia,-22.2758,166.458,26.649932861328125,47.56093846634027
Alofi,Niue,-19.056,-169.921,27.46211090087894,42.30371129885316
Capitol Hill,Northern Mariana Islands,15.2137,145.7546,31.375412597656293,107.13328593224252
Koror,Palau,7.3419,134.4792,31.3195492553711,38.041241685859845
Port Moresby,Papua New Guinea,-9.4789,147.1494,36.279951477050815,36.47730154171586
Asuncion,Paraguay,-25.3,-57.6333,39.61668853759767,61.16085061803463
Saint-Denis,Reunion,-20.8789,55.4481,24.893191528320358,63.67180516384539
Jamestown,"Saint Helena, Ascension, and Tristan da Cunha",-15.9251,-5.7179,21.97019989013563,102.7787870205937
Basseterre,Saint Kitts and Nevis,17.3,-62.7333,30.401920776362694,55.495471067726605
Castries,Saint Lucia,14.0167,-60.9833,31.356870727539103,39.2762124314904
Marigot,Saint Martin,18.0706,-63.0847,31.159031372069652,44.565167700871946
Kingstown,Saint Vincent and the Grenadines,13.1578,-61.225,31.64456207275076,26.043103560805296
Apia,Samoa,-13.8333,-171.75,30.758570251463173,42.2444618716836
Serravalle,San Marino,43.9694,12.4784,30.54324157714848,25.25150976050646
Sao Tome,Sao Tome and Principe,0.3361,6.7306,26.323800354003936,34.5983142983169
Victoria,Seychelles,-4.6167,55.45,31.38233856201174,34.402101296000176
Freetown,Sierra Leone,8.4844,-13.2344,37.74696685790945,55.256045037880575
Philipsburg,Sint Maarten,18.0237,-63.0458,31.159031372069652,44.565167700871946
Bratislava,Slovakia,48.1439,17.1097,33.43598541259769,21.672882093116595
Ljubljana,Slovenia,46.0514,14.5061,32.90360504150391,46.377479285001755
Honiara,Solomon Islands,-9.4319,159.9556,29.4099047851563,34.91849408950658
Grytviken,South Georgia and South Sandwich Islands,-54.2806,-36.508,6.7185375976553,32.08846621401611
Juba,South Sudan,4.85,31.6,44.93726715087894,30.639940073713635
Paramaribo,Suriname,5.8522,-55.2039,36.796959228515625,30.84577925596385
Manzini,Swaziland,-26.4833,31.3667,35.58543334960939,42.39275949820879
Zurich,Switzerland,47.3744,8.5411,30.536155090332045,27.16283315420151
Dushanbe,Tajikistan,38.5367,68.78,37.59749755859377,25.95159052871159
Nassau,The Bahamas,25.0781,-77.3386,32.754814453120396,43.80581771582369
Banjul,The Gambia,13.4531,-16.5775,38.72733215331998,48.47374130040407
Dili,Timor-Leste,-8.5536,125.5783,28.20341430664064,35.274982273578644
Lome,Togo,6.1319,1.2228,38.225059509277344,21.745788733474907
Nuku`alofa,Tonga,-21.1333,-175.2,27.549997863769534,42.98257082328199
Chaguanas,Trinidad and Tobago,10.5167,-61.4,32.920398254394335,27.727939272299395
Ashgabat,Turkmenistan,37.95,58.3833,41.3940151977539,28.906076640821937
Grand Turk,Turks and Caicos Islands,21.4664,-71.136,29.011285400389205,26.80778031237416
Funafuti,Tuvalu,-8.5167,179.2,31.322304382324262,33.343970417976315
Port-Vila,Vanuatu,-17.7333,168.3167,28.65945556640628,47.29658277891575
Vatican City,Vatican City,41.904,12.453,35.66929046630861,25.762144111096827
Hebron,West Bank,31.5333,35.095,34.39041198730473,40.44650159776211
Glasgow,United Kingdom,55.8611,-4.25,23.87500335693343,36.52247623633589
Edinburgh,United Kingdom,55.9533,-3.1892,23.28914672851432,24.4551484845579
Dundee,United Kingdom,56.462,-2.9707,22.711547241207793,30.82556484639645
Aberdeen,United Kingdom,57.15,-2.11,20.997644958493183,26.576392209157305
Inverness,United Kingdom,57.4778,-4.2247,21.913251647948968,27.835566027089914
Elgin,United Kingdom,57.65,-3.315,22.547895202636766,22.148628858849403
Heidelberg,Germany,49.4167,8.7167,33.735382385253956,15.433375640306503
Dortmund,Germany,51.5167,7.4667,31.065123291015652,19.469326855614696
Urbana,United States,40.1107,-88.1973,35.5793441772425,37.434699637815335
Champaign,United States,40.1142,-88.2737,35.6187863159176,36.85013551823796
Carbondale,United States,37.7221,-89.2237,38.051798400877004,46.670061584561985
Ithaca,United States,42.4442,-76.5032,33.53279876708475,31.89368018042295
